N;Tratamiento;Dosis;Identificacion;Sexo;Raza;Edad;Peso_se_0;Peso_se_1;Peso_se_2;Peso_se_3;Peso_se_4;Ganan_peso;Valor;Detalle;Biomarker;Tiempo;Ref;Unidad
309;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;120;H;AMY;inicial;0-28;U/L
310;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;55;NA;AMY;inicial;0-28;U/L
311;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;75;H;AMY;inicial;0-28;U/L
312;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;91;H;AMY;inicial;0-28;U/L
313;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;74;H;AMY;inicial;0-28;U/L
314;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;80;H;AMY;inicial;0-28;U/L
315;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;25;NA;AMY;inicial;0-28;U/L
316;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;82;H;AMY;inicial;0-28;U/L
317;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;25;NA;AMY;inicial;0-28;U/L
318;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;87;H;AMY;inicial;0-28;U/L
319;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;60;NA;AMY;inicial;0-28;U/L
320;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;28;NA;AMY;inicial;0-28;U/L
321;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;140;H;AMY;final;0-28;U/L
322;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;24;NA;AMY;final;0-28;U/L
323;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;95;H;AMY;final;0-28;U/L
324;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;72;H;AMY;final;0-28;U/L
325;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;28.5;H;AMY;final;0-28;U/L
326;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;30;H;AMY;final;0-28;U/L
327;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;75;NA;AMY;final;0-28;U/L
328;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;145;H;AMY;final;0-28;U/L
329;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;110;H;AMY;final;0-28;U/L
330;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;60;NA;AMY;final;0-28;U/L
331;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;80;H;AMY;final;0-28;U/L
332;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;95;NA;AMY;final;0-28;U/L
333;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;80;NA;AMY;final;0-28;U/L
334;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;85;H;AMY;final;0-28;U/L
335;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;25;NA;AMY;final;0-28;U/L
336;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;85;H;AMY;final;0-28;U/L
337;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;28;NA;AMY;final;0-28;U/L
338;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;87;H;AMY;final;0-28;U/L
339;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;60;NA;AMY;final;0-28;U/L
340;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;60;NA;AMY;final;0-28;U/L
341;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;403;H;CK;inicial;0-110;U/L
342;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;90;NA;CK;inicial;0-110;U/L
343;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;172;H;CK;inicial;0-110;U/L
344;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;190;H;CK;inicial;0-110;U/L
345;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;110;NA;CK;inicial;0-110;U/L
346;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;95;NA;CK;inicial;0-110;U/L
347;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;220;H;CK;inicial;0-110;U/L
348;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;325;H;CK;inicial;0-110;U/L
349;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;320;H;CK;inicial;0-110;U/L
350;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;115;NA;CK;inicial;0-110;U/L
351;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;220;H;CK;inicial;0-110;U/L
352;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;250;H;CK;inicial;0-110;U/L
353;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;205;H;CK;inicial;0-110;U/L
354;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;210;H;CK;inicial;0-110;U/L
355;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;95;NA;CK;inicial;0-110;U/L
356;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;180;H;CK;inicial;0-110;U/L
357;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;95;NA;CK;inicial;0-110;U/L
358;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;178;H;CK;inicial;0-110;U/L
359;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;210;H;CK;inicial;0-110;U/L
360;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;115;NA;CK;inicial;0-110;U/L
361;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;365;H;CK;final;0-110;U/L
362;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;90;NA;CK;final;0-110;U/L
363;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;180;H;CK;final;0-110;U/L
364;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;180;H;CK;final;0-110;U/L
365;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;115;H;CK;final;0-110;U/L
366;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;100;NA;CK;final;0-110;U/L
367;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;210;H;CK;final;0-110;U/L
368;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;350;H;CK;final;0-110;U/L
369;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;300;H;CK;final;0-110;U/L
370;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;120;NA;CK;final;0-110;U/L
371;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;230;H;CK;final;0-110;U/L
372;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;290;NA;CK;final;0-110;U/L
373;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;220;NA;CK;final;0-110;U/L
374;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;220;H;CK;final;0-110;U/L
375;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;95;NA;CK;final;0-110;U/L
376;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;190;H;CK;final;0-110;U/L
377;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;105;NA;CK;final;0-110;U/L
378;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;178;H;CK;final;0-110;U/L
379;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;210;H;CK;final;0-110;U/L
380;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;210;H;CK;final;0-110;U/L
381;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;96.8;NA;Crea;inicial;44.0-159.0;umol/L
382;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;96.8;NA;Crea;inicial;44.0-159.0;umol/L
383;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;98;NA;Crea;inicial;44.0-159.0;umol/L
384;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;85;NA;Crea;inicial;44.0-159.0;umol/L
385;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;88;NA;Crea;inicial;44.0-159.0;umol/L
386;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;90;NA;Crea;inicial;44.0-159.0;umol/L
387;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;92.5;NA;Crea;inicial;44.0-159.0;umol/L
388;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;120.5;NA;Crea;inicial;44.0-159.0;umol/L
389;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;85;NA;Crea;inicial;44.0-159.0;umol/L
390;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;100.2;NA;Crea;inicial;44.0-159.0;umol/L
391;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;115;NA;Crea;inicial;44.0-159.0;umol/L
392;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;110.5;NA;Crea;inicial;44.0-159.0;umol/L
393;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;107.3;NA;Crea;inicial;44.0-159.0;umol/L
394;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;120;NA;Crea;inicial;44.0-159.0;umol/L
395;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;95;NA;Crea;inicial;44.0-159.0;umol/L
396;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;85.2;NA;Crea;inicial;44.0-159.0;umol/L
397;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;80;NA;Crea;inicial;44.0-159.0;umol/L
398;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;91.6;NA;Crea;inicial;44.0-159.0;umol/L
399;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;96.3;NA;Crea;inicial;44.0-159.0;umol/L
400;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;95;NA;Crea;inicial;44.0-159.0;umol/L
401;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;103.1;NA;Crea;final;44.0-159.0;umol/L
402;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;96.8;NA;Crea;final;44.0-159.0;umol/L
403;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;102.2;NA;Crea;final;44.0-159.0;umol/L
404;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;90.5;NA;Crea;final;44.0-159.0;umol/L
405;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;92;NA;Crea;final;44.0-159.0;umol/L
406;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;92;NA;Crea;final;44.0-159.0;umol/L
407;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;95;NA;Crea;final;44.0-159.0;umol/L
408;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;125;NA;Crea;final;44.0-159.0;umol/L
409;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;80;NA;Crea;final;44.0-159.0;umol/L
410;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;105;NA;Crea;final;44.0-159.0;umol/L
411;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;118;NA;Crea;final;44.0-159.0;umol/L
412;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;116.5;NA;Crea;final;44.0-159.0;umol/L
413;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;110.5;NA;Crea;final;44.0-159.0;umol/L
414;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;487.5;489.00;490.00;491.00;6.00;125;NA;Crea;final;44.0-159.0;umol/L
415;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;445.00;448.00;447.00;7.00;92;NA;Crea;final;44.0-159.0;umol/L
416;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;470.00;468.00;468.00;470.00;470.00;0.00;88.5;NA;Crea;final;44.0-159.0;umol/L
417;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;485.00;486.5;488.5;489.5;490.00;5.00;83;NA;Crea;final;44.0-159.0;umol/L
418;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;510.00;510.00;512.00;515.00;512.00;2.00;91.6;NA;Crea;final;44.0-159.0;umol/L
419;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.5;456.00;457.00;7.00;96.3;NA;Crea;final;44.0-159.0;umol/L
420;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;430.00;432.00;432.00;432.00;430.00;0.00;96.3;NA;Crea;final;44.0-159.0;umol/L
421;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;466.00;468.00;470.00;471.5;473.00;7.00;1.93;L;BUN;inicial;2.14-6.10;mmol/L
422;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;308.00;309.5;311.00;312.00;313.00;5.00;4;NA;BUN;inicial;2.14-6.10;mmol/L
423;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;440.00;442.00;444.00;446.00;448.00;8.00;1.18;L;BUN;inicial;2.14-6.10;mmol/L
424;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 4;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;493.00;495.00;497.5;499.00;500.00;7.00;3.1;NA;BUN;inicial;2.14-6.10;mmol/L
425;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 5;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;473.00;474.5;476.00;477.5;479.00;6.00;5;NA;BUN;inicial;2.14-6.10;mmol/L
426;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 6;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;432.00;434.00;436.00;438.00;440.00;8.00;4.8;NA;BUN;inicial;2.14-6.10;mmol/L
427;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 7;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;400.00;402.5;405.00;406.5;408.00;8.00;3.2;NA;BUN;inicial;2.14-6.10;mmol/L
428;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 8;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;450.00;452.00;454.00;455.5;457.00;7.00;3.1;NA;BUN;inicial;2.14-6.10;mmol/L
429;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 9;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;467.00;468.5;469.00;469.5;470.00;3.00;2.5;NA;BUN;inicial;2.14-6.10;mmol/L
430;Mazorca de cacao;10 g MS/kg de peso vivo al dia;Bovino 10;Macho;Ganado Bos taurus x Bos indicus;2 años de edad;390.00;389.00;394.00;394.00;396.00;6.00;4;NA;BUN;inicial;2.14-6.10;mmol/L
431;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 1;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;460.00;462.00;464.00;469.00;464.00;4.00;4.8;NA;BUN;inicial;2.14-6.10;mmol/L
432;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 2;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;475.00;478.00;480.00;481.00;475.00;0.00;2.75;L;BUN;inicial;2.14-6.10;mmol/L
433;Banano verde;10 g MS/kg de peso vivo al dia;Bovino 3;Hembra;Ganado Bos taurus x Bos indicus;2 años de edad;495.00;497.00;498.00;500.00;500.00;5.00;2.58;NA;BUN;inicial;2.14-6.10;mmol/L
